,id,age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,is_churn,agegroup,loyaltyscore
321,322,46,Other,126553,16,2,22,Home & Garden,85.56 ,FALSE,41-50,42.18 
322,323,55,Other,80006,44,2,49,Clothing,727.51 ,FALSE,51-60,59.60 
323,324,30,Male,119162,15,9,38,Home & Garden,937.85 ,FALSE,31-40,67.77 
324,325,41,Other,71410,69,1,32,Home & Garden,456.67 ,FALSE,41-50,45.21 
325,326,59,Other,49020,100,2,42,Groceries,588.18 ,FALSE,51-60,54.95 
326,327,50,Male,36022,11,6,49,Clothing,801.59 ,FALSE,51-60,57.70 
327,328,41,Female,64634,55,9,44,Groceries,488.07 ,FALSE,41-50,68.40 
328,329,68,Other,76921,79,1,23,Groceries,122.02 ,FALSE,61-70,39.84 
329,330,28,Male,51087,60,4,42,Groceries,68.31 ,FALSE,21-30,55.26 
330,331,30,Male,90651,88,9,37,Groceries,555.41 ,FALSE,31-40,70.00 
331,332,38,Other,50518,70,1,38,Sports,816.09 ,FALSE,31-40,46.98 
332,333,21,Other,126598,14,3,1,Sports,505.98 ,TRUE,21-30,27.19 
333,334,58,Other,99475,27,9,9,Groceries,249.39 ,TRUE,51-60,42.82 
334,335,60,Male,145308,83,3,31,Groceries,53.26 ,FALSE,61-70,60.90 
335,336,40,Other,107488,96,7,16,Groceries,843.60 ,FALSE,41-50,52.52 
336,337,58,Male,60768,88,2,38,Groceries,67.52 ,FALSE,51-60,52.32 
337,338,42,Other,115381,70,7,33,Home & Garden,592.52 ,FALSE,41-50,64.71 
338,339,28,Female,111697,92,9,50,Sports,205.58 ,FALSE,21-30,83.95 
339,340,48,Other,30374,28,7,34,Groceries,463.78 ,FALSE,41-50,48.56 
340,341,31,Other,35406,45,10,9,Electronics,637.02 ,TRUE,31-40,37.01 
341,342,69,Female,71688,69,4,25,Clothing,532.23 ,FALSE,61-70,45.65 
342,343,32,Male,48445,91,8,27,Home & Garden,265.17 ,FALSE,31-40,53.97 
343,344,41,Male,136928,42,5,33,Home & Garden,239.72 ,FALSE,41-50,61.14 
344,345,33,Male,112118,27,10,9,Clothing,535.28 ,TRUE,31-40,46.72 
345,346,62,Female,114587,14,7,11,Electronics,26.72 ,TRUE,61-70,41.39 
346,347,38,Female,42378,36,5,20,Sports,279.77 ,FALSE,31-40,35.96 
347,348,39,Female,136141,58,6,30,Home & Garden,211.56 ,FALSE,31-40,62.22 
348,349,44,Male,32030,38,2,19,Sports,912.15 ,FALSE,41-50,27.80 
349,350,56,Female,148694,44,7,13,Electronics,326.50 ,TRUE,51-60,51.10 
350,351,68,Other,122661,16,4,48,Groceries,85.44 ,FALSE,61-70,66.40 
351,352,47,Female,54571,57,4,2,Electronics,138.30 ,TRUE,41-50,23.49 
352,353,61,Other,120516,100,10,47,Home & Garden,475.52 ,FALSE,61-70,85.68 
353,354,63,Other,37003,57,4,25,Sports,857.68 ,FALSE,61-70,39.25 
354,355,38,Other,81837,68,5,6,Sports,349.35 ,TRUE,31-40,33.88 
355,356,32,Other,94627,88,9,30,Clothing,703.94 ,FALSE,31-40,64.99 
356,357,49,Other,103191,34,5,41,Clothing,253.63 ,FALSE,41-50,61.68 
357,358,57,Male,137205,18,1,21,Electronics,862.12 ,FALSE,51-60,41.18 
358,359,50,Male,85888,19,2,25,Groceries,910.52 ,FALSE,51-60,38.78 
359,360,38,Male,40590,91,7,27,Electronics,617.64 ,FALSE,31-40,50.79 
360,361,28,Female,130938,98,5,37,Electronics,612.09 ,FALSE,21-30,69.04 
361,362,21,Male,107934,32,5,38,Home & Garden,533.18 ,FALSE,21-30,59.79 
362,363,26,Other,149741,51,4,37,Home & Garden,685.36 ,FALSE,21-30,65.16 
363,364,63,Other,145117,66,7,12,Sports,971.02 ,TRUE,61-70,51.97 
364,365,21,Other,90000,42,4,23,Home & Garden,278.15 ,FALSE,21-30,44.10 
365,366,19,Other,105019,84,8,32,Clothing,735.30 ,FALSE,0-20,65.75 
366,367,65,Female,65576,91,5,12,Clothing,782.55 ,TRUE,61-70,38.54 
367,368,53,Female,130474,74,10,39,Home & Garden,217.92 ,FALSE,51-60,78.17 
368,369,63,Other,77411,20,2,37,Sports,648.38 ,FALSE,61-70,47.21 
369,370,23,Female,30751,99,9,26,Electronics,696.90 ,FALSE,21-30,53.31 
370,371,20,Male,87520,93,4,3,Groceries,459.87 ,TRUE,21-30,32.83 
371,372,39,Female,53805,71,5,16,Sports,372.03 ,FALSE,31-40,37.97 
372,373,30,Other,80320,91,1,31,Electronics,930.97 ,FALSE,31-40,47.95 
373,374,64,Other,84380,69,10,28,Sports,212.08 ,FALSE,61-70,61.96 
374,375,33,Female,58367,11,4,29,Groceries,826.87 ,FALSE,31-40,41.06 
375,376,25,Female,56110,36,5,42,Electronics,389.97 ,FALSE,21-30,55.62 
376,377,46,Male,123037,100,1,9,Home & Garden,617.74 ,TRUE,41-50,37.66 
377,378,45,Female,110174,87,5,32,Home & Garden,388.15 ,FALSE,41-50,60.83 
378,379,41,Female,30074,95,8,19,Clothing,78.82 ,FALSE,41-50,45.21 
379,380,59,Other,140349,75,2,6,Sports,383.64 ,TRUE,51-60,37.35 
380,381,67,Female,104036,56,10,37,Sports,998.98 ,FALSE,61-70,70.81 
381,382,68,Other,93926,45,5,22,Electronics,19.14 ,FALSE,61-70,46.19 
382,383,65,Male,124796,4,5,38,Sports,247.96 ,FALSE,61-70,59.52 
383,384,46,Male,120914,1,1,41,Home & Garden,329.90 ,FALSE,41-50,53.04 
384,385,38,Male,78829,73,7,20,Sports,665.25 ,FALSE,31-40,49.12 
385,386,69,Male,105810,57,6,28,Groceries,985.94 ,FALSE,61-70,55.97 
386,387,51,Female,105658,49,9,9,Electronics,785.55 ,TRUE,51-60,45.95 
387,388,25,Female,100053,6,5,33,Electronics,832.57 ,FALSE,21-30,52.01 
388,389,34,Other,118622,99,4,47,Sports,122.21 ,FALSE,31-40,73.29 
389,390,37,Male,65343,89,3,2,Electronics,668.23 ,TRUE,31-40,26.30 
390,391,67,Female,101759,57,3,19,Sports,670.51 ,FALSE,61-70,42.16 
391,392,28,Male,59278,60,2,8,Home & Garden,362.41 ,TRUE,21-30,25.29 
392,393,55,Female,127542,79,8,12,Clothing,632.60 ,TRUE,51-60,52.63 
393,394,69,Female,74331,83,9,11,Clothing,341.63 ,TRUE,61-70,46.25 
394,395,69,Female,119075,40,8,44,Home & Garden,866.72 ,FALSE,61-70,73.06 
395,396,54,Other,87418,21,2,27,Groceries,846.76 ,FALSE,51-60,40.81 
396,397,23,Other,37713,11,8,31,Electronics,481.24 ,FALSE,21-30,47.56 
397,398,48,Male,36282,14,10,3,Sports,210.43 ,TRUE,41-50,29.24 
398,399,19,Female,69790,3,9,38,Groceries,596.63 ,FALSE,0-20,59.17 
399,400,41,Female,147962,90,2,9,Clothing,688.61 ,TRUE,41-50,42.39 
400,401,32,Other,86268,96,3,21,Electronics,643.36 ,FALSE,31-40,45.34 
401,402,63,Male,149062,66,9,7,Clothing,441.11 ,TRUE,61-70,52.56 
402,403,40,Other,127948,29,6,26,Groceries,144.78 ,FALSE,41-50,54.89 
403,404,36,Male,30121,39,10,16,Groceries,233.08 ,FALSE,31-40,41.22 
404,405,21,Male,42889,12,2,20,Home & Garden,789.92 ,FALSE,21-30,27.63 
405,406,29,Other,141369,42,10,16,Home & Garden,862.54 ,FALSE,21-30,58.21 
406,407,24,Other,119844,78,4,6,Groceries,572.31 ,TRUE,21-30,38.58 
407,408,40,Other,135305,54,8,29,Clothing,831.60 ,FALSE,41-50,64.90 
408,409,63,Female,70967,59,6,10,Home & Garden,954.05 ,TRUE,61-70,36.55 
409,410,20,Female,98213,12,5,37,Home & Garden,902.24 ,FALSE,21-30,55.53 
410,411,43,Female,89856,96,3,2,Clothing,114.47 ,TRUE,41-50,30.68 
411,412,61,Other,80988,34,8,14,Clothing,937.86 ,TRUE,61-70,42.75 
412,413,19,Female,105731,9,7,10,Home & Garden,421.08 ,TRUE,0-20,38.76 
413,414,69,Female,117737,6,4,9,Groceries,877.51 ,TRUE,61-70,33.46 
414,415,57,Male,52164,53,3,36,Groceries,710.84 ,FALSE,51-60,47.92 
415,416,38,Other,51327,62,5,24,Sports,645.43 ,FALSE,31-40,43.10 
416,417,52,Other,101105,11,9,2,Home & Garden,714.72 ,TRUE,51-60,35.87 
417,418,51,Female,97565,48,10,31,Clothing,656.90 ,FALSE,51-60,64.23 
418,419,64,Other,71594,40,4,42,Clothing,487.73 ,FALSE,61-70,56.34 
419,420,46,Male,60671,57,5,48,Home & Garden,817.69 ,FALSE,41-50,63.20 
420,421,46,Female,90871,56,4,39,Clothing,592.97 ,FALSE,41-50,58.43 
421,422,56,Other,36843,46,7,12,Home & Garden,22.15 ,TRUE,51-60,33.73 
422,423,62,Female,96260,30,6,45,Electronics,159.13 ,FALSE,61-70,65.44 
423,424,56,Male,134502,46,5,5,Groceries,394.49 ,TRUE,51-60,38.78 
424,425,41,Male,67039,100,1,36,Electronics,178.68 ,FALSE,41-50,50.86 
425,426,40,Other,142251,90,10,14,Electronics,866.52 ,TRUE,41-50,61.54 
426,427,47,Female,49336,11,10,11,Sports,877.17 ,TRUE,41-50,37.30 
427,428,54,Other,90780,24,3,46,Groceries,824.65 ,FALSE,51-60,58.82 
428,429,20,Male,49308,29,6,19,Electronics,351.64 ,FALSE,21-30,37.50 
429,430,64,Other,124369,74,2,3,Home & Garden,275.40 ,TRUE,61-70,32.46 
430,431,40,Male,99618,80,4,22,Groceries,15.04 ,FALSE,41-50,48.54 
431,432,29,Female,133291,52,4,42,Clothing,916.28 ,FALSE,21-30,66.79 
432,433,44,Female,100832,90,8,39,Electronics,769.00 ,FALSE,41-50,71.32 
433,434,57,Male,60668,66,6,28,Electronics,984.60 ,FALSE,51-60,50.10 
434,435,32,Female,69782,76,1,9,Home & Garden,803.28 ,TRUE,31-40,27.27 
435,436,52,Other,136827,87,5,20,Sports,322.29 ,FALSE,51-60,55.22 
436,437,48,Other,51565,44,5,20,Groceries,552.48 ,FALSE,41-50,38.13 
437,438,47,Female,95033,25,3,35,Electronics,273.38 ,FALSE,41-50,50.75 
438,439,63,Female,118402,74,3,12,Sports,828.04 ,TRUE,61-70,40.76 
439,440,23,Female,130546,71,9,36,Sports,799.33 ,FALSE,21-30,73.48 
440,441,46,Male,68970,50,9,46,Clothing,392.35 ,FALSE,41-50,70.15 
441,442,26,Female,84460,45,1,33,Clothing,219.67 ,FALSE,21-30,45.57 
442,443,47,Other,138199,79,10,43,Electronics,171.38 ,FALSE,41-50,83.03 
443,444,62,Other,59481,30,4,35,Clothing,121.00 ,FALSE,61-70,47.92 
444,445,62,Female,75974,68,4,46,Groceries,180.09 ,FALSE,61-70,63.00 
445,446,53,Male,56570,29,7,37,Electronics,432.65 ,FALSE,51-60,54.99 
446,447,27,Other,68689,83,8,33,Groceries,782.58 ,FALSE,21-30,61.00 
447,448,31,Female,46106,72,7,2,Sports,59.82 ,TRUE,31-40,29.72 
448,449,50,Male,46524,1,4,7,Home & Garden,371.62 ,TRUE,51-60,20.68 
449,450,48,Male,60382,13,3,27,Electronics,694.59 ,FALSE,41-50,37.96 
450,451,24,Other,147555,65,4,28,Groceries,434.84 ,FALSE,21-30,59.03 
451,452,45,Female,93800,33,10,32,Sports,391.45 ,FALSE,41-50,62.97 
452,453,30,Male,35565,83,8,17,Electronics,238.79 ,FALSE,31-40,43.23 
453,454,27,Male,143992,31,2,32,Home & Garden,994.10 ,FALSE,21-30,54.30 
454,455,28,Other,126571,82,10,8,Electronics,26.12 ,TRUE,21-30,53.59 
455,456,61,Other,57851,46,3,5,Clothing,604.29 ,TRUE,61-70,23.28 
456,457,30,Other,120083,47,1,49,Electronics,443.12 ,FALSE,31-40,63.91 
457,458,62,Male,32827,69,8,2,Groceries,468.37 ,TRUE,61-70,29.42 
458,459,30,Other,100399,96,2,5,Clothing,705.64 ,TRUE,31-40,32.66 
459,460,55,Female,105647,94,1,14,Sports,737.91 ,TRUE,51-60,38.45 
460,461,41,Male,141605,100,4,20,Home & Garden,693.02 ,FALSE,41-50,55.24 
461,462,57,Female,46563,86,4,24,Electronics,800.46 ,FALSE,51-60,42.78 
462,463,53,Male,37569,18,8,50,Clothing,634.92 ,FALSE,51-60,63.44 
463,464,65,Female,138529,87,10,14,Sports,461.61 ,TRUE,61-70,60.68 
464,465,54,Female,40858,48,6,20,Clothing,34.88 ,FALSE,51-60,38.93 
465,466,69,Other,143640,14,8,2,Clothing,387.39 ,TRUE,61-70,40.55 
466,467,25,Male,99668,1,1,50,Groceries,937.86 ,FALSE,21-30,57.05 
467,468,54,Male,32276,73,2,44,Clothing,554.58 ,FALSE,51-60,51.34 
468,469,32,Other,100736,84,10,32,Groceries,863.93 ,FALSE,31-40,69.11 
469,470,53,Other,139508,92,6,39,Clothing,172.99 ,FALSE,51-60,73.33 
470,471,32,Male,38683,59,10,47,Groceries,846.85 ,FALSE,31-40,69.30 
471,472,35,Other,42390,27,3,41,Electronics,781.31 ,FALSE,31-40,47.86 
472,473,53,Female,104435,42,4,34,Home & Garden,795.81 ,FALSE,51-60,55.07 
473,474,54,Female,111261,56,1,44,Groceries,216.09 ,FALSE,51-60,59.49 
474,475,36,Other,112674,12,7,35,Groceries,590.32 ,FALSE,31-40,60.10 
475,476,38,Male,144083,23,1,28,Groceries,158.15 ,FALSE,31-40,48.31 
476,477,42,Male,115342,19,4,47,Sports,13.69 ,FALSE,41-50,64.80 
477,478,48,Other,143424,24,3,22,Home & Garden,594.94 ,FALSE,41-50,47.51 
478,479,58,Female,137836,19,9,21,Electronics,172.39 ,FALSE,51-60,57.38 
479,480,19,Female,35529,62,4,24,Clothing,177.69 ,FALSE,0-20,38.73 
480,481,54,Male,105641,17,9,37,Sports,173.81 ,FALSE,51-60,65.15 
481,482,65,Other,120542,52,3,36,Clothing,70.22 ,FALSE,61-70,58.08 
482,483,44,Female,43069,55,6,33,Groceries,501.34 ,FALSE,41-50,50.36 
483,484,40,Male,61052,44,4,17,Groceries,135.19 ,FALSE,41-50,35.16 
484,485,65,Male,39113,85,9,42,Home & Garden,964.87 ,FALSE,61-70,65.97 
485,486,66,Other,91672,71,5,9,Clothing,10.40 ,TRUE,61-70,38.05 
486,487,22,Female,104781,64,8,38,Home & Garden,151.48 ,FALSE,21-30,68.52 
487,488,47,Other,124597,67,9,8,Clothing,885.33 ,TRUE,41-50,49.79 
488,489,26,Female,96845,19,1,5,Home & Garden,154.89 ,TRUE,21-30,22.43 
489,490,19,Female,113254,38,5,35,Clothing,633.50 ,FALSE,0-20,58.79 
490,491,22,Female,46900,70,1,24,Groceries,325.46 ,FALSE,21-30,35.24 
491,492,39,Male,84725,100,8,49,Sports,906.07 ,FALSE,31-40,77.91 
492,493,51,Female,120616,71,1,16,Clothing,542.03 ,FALSE,51-60,39.99 
493,494,35,Male,141134,24,4,48,Sports,649.61 ,FALSE,31-40,69.97 
494,495,59,Male,140809,45,5,45,Sports,917.50 ,FALSE,51-60,71.62 
495,496,33,Female,65486,76,2,11,Sports,302.05 ,TRUE,31-40,30.22 
496,497,56,Male,145254,48,6,43,Sports,422.32 ,FALSE,51-60,72.99 
497,498,54,Female,43308,56,5,50,Electronics,667.92 ,FALSE,51-60,62.10 
498,499,25,Male,33065,61,7,40,Groceries,317.98 ,FALSE,21-30,57.06 
499,500,47,Male,69168,16,7,42,Clothing,638.96 ,FALSE,41-50,59.58 
500,501,42,Male,129999,73,5,2,Clothing,942.97 ,TRUE,41-50,38.40 
501,502,61,Female,41730,2,9,20,Electronics,177.64 ,FALSE,61-70,40.46 
502,503,22,Male,75626,52,7,34,Electronics,154.67 ,FALSE,21-30,57.74 
503,504,18,Other,142641,40,7,31,Electronics,240.64 ,FALSE,0-20,64.20 
504,505,22,Male,53863,96,10,41,Electronics,491.64 ,FALSE,21-30,70.48 
505,506,66,Male,149505,79,4,8,Sports,334.95 ,TRUE,61-70,44.73 
506,507,58,Male,132215,91,8,6,Sports,275.71 ,TRUE,51-60,49.73 
507,508,48,Other,72108,85,8,13,Sports,486.58 ,TRUE,41-50,45.72 
508,509,68,Other,113760,64,2,37,Sports,462.62 ,FALSE,61-70,57.06 
509,510,19,Male,111238,7,2,30,Sports,813.37 ,FALSE,0-20,45.39 
510,511,24,Other,109039,71,9,41,Sports,606.18 ,FALSE,21-30,74.26 
511,512,33,Male,132968,49,10,45,Sports,641.53 ,FALSE,31-40,80.85 
512,513,19,Male,82506,10,5,41,Sports,406.32 ,FALSE,0-20,56.18 
513,514,69,Female,58668,40,2,15,Home & Garden,626.35 ,TRUE,61-70,28.80 
514,515,28,Male,66961,8,10,22,Groceries,179.82 ,FALSE,21-30,48.44 
515,516,32,Other,137280,95,6,3,Electronics,31.72 ,TRUE,31-40,44.49 
516,517,18,Other,112021,9,3,11,Groceries,588.37 ,TRUE,0-20,32.50 
517,518,45,Female,110280,85,4,21,Groceries,944.07 ,FALSE,41-50,49.84 
518,519,45,Female,67753,64,4,48,Sports,926.69 ,FALSE,41-50,62.96 
519,520,38,Male,54918,1,6,6,Electronics,979.26 ,TRUE,31-40,25.14 
520,521,69,Other,78534,100,2,9,Home & Garden,75.03 ,TRUE,61-70,32.98 
521,522,29,Female,51471,96,3,13,Home & Garden,668.21 ,TRUE,21-30,33.72 
522,523,32,Female,58144,4,5,16,Electronics,923.37 ,FALSE,31-40,31.92 
523,524,47,Other,100338,13,9,40,Electronics,48.65 ,FALSE,41-50,66.35 
524,525,33,Female,90232,19,2,8,Clothing,255.08 ,TRUE,31-40,25.83 
525,526,52,Male,133701,64,1,34,Clothing,534.25 ,FALSE,51-60,55.66 
526,527,62,Female,117704,37,3,48,Sports,112.11 ,FALSE,61-70,65.76 
527,528,23,Female,144577,75,1,9,Clothing,826.02 ,TRUE,21-30,38.39 
528,529,57,Male,139366,39,5,50,Sports,34.50 ,FALSE,51-60,74.80 
529,530,27,Male,106944,63,1,28,Sports,36.39 ,FALSE,21-30,46.74 
530,531,61,Male,92031,44,7,11,Sports,573.31 ,TRUE,61-70,41.00 
531,532,19,Male,146165,38,9,45,Home & Garden,819.92 ,FALSE,0-20,79.72 
532,533,36,Other,113794,74,1,27,Sports,377.75 ,FALSE,31-40,48.07 
533,534,28,Male,121073,44,3,16,Sports,482.35 ,FALSE,21-30,41.36 
534,535,46,Other,61090,3,4,3,Sports,213.68 ,TRUE,41-50,19.86 
535,536,62,Female,74474,49,2,18,Sports,933.65 ,FALSE,61-70,34.47 
536,537,48,Female,57932,70,9,44,Home & Garden,192.46 ,FALSE,41-50,68.89 
537,538,39,Male,49970,53,5,24,Groceries,728.58 ,FALSE,31-40,42.00 
538,539,27,Male,73823,11,8,23,Electronics,27.40 ,FALSE,21-30,46.57 
539,540,36,Male,37595,88,8,49,Groceries,600.48 ,FALSE,31-40,69.64 
540,541,33,Female,103063,16,3,4,Electronics,998.51 ,TRUE,31-40,26.26 
541,542,69,Other,86860,70,1,1,Clothing,812.25 ,TRUE,61-70,22.83 
542,543,68,Female,40478,22,4,46,Groceries,954.91 ,FALSE,61-70,53.07 
543,544,66,Female,126893,3,1,32,Clothing,199.17 ,FALSE,61-70,46.93 
544,545,23,Female,123168,80,4,19,Clothing,860.95 ,FALSE,21-30,49.68 
545,546,44,Other,112137,37,7,18,Groceries,769.16 ,FALSE,41-50,48.92 
546,547,60,Other,108533,23,9,24,Electronics,506.98 ,FALSE,61-70,55.78 
547,548,22,Female,93861,42,6,6,Home & Garden,73.13 ,TRUE,21-30,35.08 
548,549,39,Male,30004,32,6,48,Sports,863.47 ,FALSE,31-40,58.10 
549,550,53,Male,47499,85,2,45,Sports,338.69 ,FALSE,51-60,55.62 
550,551,50,Male,43965,83,3,17,Electronics,83.38 ,FALSE,51-60,34.49 
551,552,20,Male,51199,100,5,5,Clothing,889.83 ,TRUE,21-30,31.68 
552,553,69,Male,51759,18,9,14,Sports,563.48 ,TRUE,61-70,38.76 
553,554,61,Female,54256,78,3,3,Home & Garden,886.44 ,TRUE,61-70,24.34 
554,555,66,Other,53345,100,4,22,Sports,221.75 ,FALSE,61-70,43.60 
555,556,25,Female,52403,53,1,14,Groceries,73.34 ,TRUE,21-30,26.36 
556,557,45,Male,95367,83,5,30,Home & Garden,845.33 ,FALSE,41-50,56.61 
557,558,40,Male,62536,84,4,28,Sports,149.07 ,FALSE,41-50,48.18 
558,559,33,Male,121639,17,7,28,Home & Garden,422.14 ,FALSE,31-40,56.35 
559,560,63,Male,82296,61,4,43,Home & Garden,390.89 ,FALSE,61-70,60.84 
560,561,61,Other,137276,92,5,8,Groceries,482.77 ,TRUE,61-70,46.19 
561,562,18,Male,143235,46,10,31,Groceries,143.75 ,FALSE,0-20,70.89 
562,563,23,Male,143899,10,3,47,Groceries,361.81 ,FALSE,21-30,66.18 
563,564,56,Other,134923,18,3,31,Electronics,515.16 ,FALSE,51-60,52.84 
564,565,68,Other,106635,85,10,30,Electronics,854.95 ,FALSE,61-70,68.50 
565,566,29,Male,60262,56,4,27,Clothing,452.32 ,FALSE,21-30,44.24 
566,567,22,Other,92601,75,7,49,Electronics,120.76 ,FALSE,21-30,74.59 
567,568,45,Female,41917,58,8,5,Home & Garden,870.38 ,TRUE,41-50,32.09 
568,569,29,Female,59815,43,6,24,Groceries,105.48 ,FALSE,21-30,44.47 
569,570,18,Other,94701,69,8,48,Clothing,760.34 ,FALSE,0-20,75.51 
570,571,36,Female,31458,40,4,6,Electronics,371.77 ,TRUE,31-40,21.52 
571,572,19,Male,134193,95,7,44,Electronics,97.65 ,FALSE,0-20,78.83 
572,573,40,Female,143338,6,8,26,Groceries,491.07 ,FALSE,41-50,58.90 
573,574,48,Other,93084,30,7,5,Clothing,480.55 ,TRUE,41-50,34.96 
574,575,49,Male,55027,62,2,1,Clothing,962.90 ,TRUE,41-50,19.25 
575,576,51,Female,149256,96,1,31,Electronics,266.83 ,FALSE,51-60,58.79 
576,577,32,Female,46610,92,5,9,Groceries,409.85 ,TRUE,31-40,33.39 
577,578,64,Male,43175,59,10,35,Electronics,363.86 ,FALSE,61-70,60.38 
578,579,21,Female,71227,17,10,12,Electronics,101.48 ,TRUE,21-30,41.98 
579,580,51,Female,149744,99,1,12,Groceries,215.92 ,TRUE,51-60,43.96 
580,581,46,Male,129568,56,10,27,Clothing,766.26 ,FALSE,41-50,66.64 
581,582,19,Male,135968,50,4,49,Electronics,174.43 ,FALSE,0-20,72.60 
582,583,33,Male,38240,92,3,37,Home & Garden,626.82 ,FALSE,31-40,50.54 
583,584,30,Male,114808,23,9,6,Clothing,74.08 ,TRUE,31-40,42.32 
584,585,51,Female,37310,6,5,14,Sports,706.18 ,TRUE,51-60,27.40 
585,586,62,Other,147903,79,5,22,Electronics,203.15 ,FALSE,61-70,57.69 
586,587,20,Other,61541,80,2,14,Groceries,48.50 ,TRUE,21-30,32.43 
587,588,47,Other,55753,69,5,40,Home & Garden,772.89 ,FALSE,41-50,57.26 
588,589,29,Other,80868,33,6,15,Clothing,865.65 ,TRUE,21-30,39.43 
589,590,33,Male,93599,22,4,37,Sports,274.96 ,FALSE,31-40,53.84 
590,591,53,Male,108263,21,1,47,Electronics,734.48 ,FALSE,51-60,57.94 
591,592,22,Male,100730,4,5,10,Sports,459.58 ,TRUE,21-30,33.51 
592,593,62,Female,148501,41,9,32,Sports,980.47 ,FALSE,61-70,69.98 
593,594,29,Other,98150,42,9,34,Sports,324.11 ,FALSE,21-30,64.12 
594,595,28,Other,61870,100,6,3,Groceries,728.67 ,TRUE,21-30,33.68 
595,596,46,Male,73370,2,4,29,Home & Garden,486.50 ,FALSE,41-50,42.41 
596,597,50,Male,132598,57,7,21,Home & Garden,930.91 ,FALSE,51-60,56.39 
597,598,56,Other,55695,58,7,30,Electronics,435.76 ,FALSE,51-60,52.15 
598,599,41,Other,69204,95,4,28,Clothing,936.04 ,FALSE,41-50,50.28 
599,600,52,Male,127010,76,8,26,Sports,13.46 ,FALSE,51-60,63.45 
600,601,53,Female,137854,33,10,47,Groceries,523.27 ,FALSE,51-60,81.58 
601,602,20,Male,145924,64,5,18,Electronics,495.49 ,FALSE,21-30,52.69 
602,603,33,Female,53219,33,4,47,Clothing,251.23 ,FALSE,31-40,56.88 
603,604,47,Male,64592,25,4,12,Home & Garden,237.34 ,TRUE,41-50,29.79 
604,605,18,Female,144275,69,9,27,Electronics,141.72 ,FALSE,0-20,68.14 
605,606,39,Male,48641,45,3,46,Home & Garden,415.19 ,FALSE,31-40,54.60 
606,607,30,Male,102200,88,5,47,Home & Garden,131.84 ,FALSE,31-40,71.73 
607,608,41,Other,67215,34,3,30,Home & Garden,460.25 ,FALSE,41-50,43.48 
608,609,53,Other,96499,29,4,5,Electronics,744.11 ,TRUE,51-60,29.37 
609,610,23,Female,83912,28,6,31,Home & Garden,98.32 ,FALSE,21-30,52.19 
610,611,42,Female,63444,72,4,40,Home & Garden,166.45 ,FALSE,41-50,56.72 
611,612,33,Female,38271,39,10,43,Electronics,99.52 ,FALSE,31-40,64.04 
612,613,60,Other,53295,73,3,5,Home & Garden,642.30 ,TRUE,61-70,25.29 
613,614,64,Female,116106,5,1,5,Clothing,25.86 ,TRUE,61-70,23.92 
614,615,69,Male,141965,98,5,35,Electronics,616.66 ,FALSE,61-70,69.09 
615,616,43,Male,38012,55,3,24,Groceries,943.37 ,FALSE,41-50,36.40 
616,617,29,Other,83172,51,8,1,Clothing,906.75 ,TRUE,21-30,34.38 
617,618,53,Other,62024,13,2,39,Sports,66.60 ,FALSE,51-60,45.80 
618,619,29,Other,88288,39,5,50,Groceries,803.87 ,FALSE,21-30,67.14 
619,620,53,Other,50215,92,6,48,Sports,814.52 ,FALSE,51-60,67.13 
620,621,20,Male,122028,40,3,6,Electronics,777.44 ,TRUE,21-30,33.10 
621,622,33,Other,102269,26,8,47,Sports,356.67 ,FALSE,31-40,71.54 
622,623,30,Female,97829,99,4,27,Clothing,320.95 ,FALSE,31-40,54.17 
623,624,59,Other,66196,37,9,44,Clothing,483.66 ,FALSE,51-60,66.83 
624,625,41,Male,36763,50,5,36,Home & Garden,490.62 ,FALSE,41-50,49.31 
625,626,19,Male,138008,8,9,15,Groceries,116.80 ,TRUE,0-20,51.50 
626,627,27,Female,96762,22,3,10,Electronics,551.43 ,TRUE,21-30,30.71 
627,628,39,Other,108744,63,2,23,Sports,411.86 ,FALSE,31-40,45.01 
628,629,65,Male,84223,83,7,46,Groceries,971.93 ,FALSE,61-70,71.73 
629,630,64,Female,145746,76,2,48,Home & Garden,49.06 ,FALSE,61-70,71.86 
630,631,47,Female,108766,37,7,38,Groceries,640.55 ,FALSE,41-50,64.41 
631,632,29,Female,72125,41,5,31,Sports,507.62 ,FALSE,21-30,49.72 
632,633,43,Female,97989,14,6,49,Electronics,886.61 ,FALSE,41-50,67.30 
633,634,51,Other,143678,50,8,23,Electronics,916.04 ,FALSE,51-60,60.95 
634,635,23,Female,122669,15,3,4,Electronics,248.68 ,TRUE,21-30,29.10 
635,636,24,Female,93266,20,1,4,Clothing,636.29 ,TRUE,21-30,21.19 
636,637,52,Other,85267,6,5,2,Home & Garden,704.32 ,TRUE,51-60,24.99 
637,638,34,Female,60489,95,3,38,Home & Garden,304.86 ,FALSE,31-40,54.97 
638,639,68,Male,57700,70,8,46,Groceries,178.21 ,FALSE,61-70,68.46 
639,640,57,Male,97035,28,6,42,Home & Garden,741.41 ,FALSE,51-60,62.96 
640,641,59,Other,141667,28,4,5,Sports,204.25 ,TRUE,51-60,36.05 
641,642,34,Female,114408,38,7,28,Electronics,647.35 ,FALSE,31-40,57.36 
642,643,64,Female,92888,2,7,50,Sports,84.98 ,FALSE,61-70,68.13 
